date,rank,song,artist,last-week,peak-rank,weeks-on-board,song_clean,artist_clean
2014-03-01,82,Everything I Shouldn't Be Thinking About,Thompson Square,77.0,77,5,everything i shouldn't be thinking about,thompson square
2014-03-01,83,XO,Beyonce,65.0,45,9,xo,beyonce
2014-03-01,84,Human,Christina Perri,90.0,84,2,human,christina perri
2014-03-01,85,Ride,SoMo,82.0,80,6,ride,somo
2014-03-01,86,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,0.0,75,2,this is how we roll,florida georgia line ft jason derulo and luke bryan
2014-03-01,87,The Worst,Jhene Aiko,87.0,87,2,the worst,jhene aiko
2014-03-01,88,You're Mine (Eternal),Mariah Carey,0.0,88,1,you're mine,mariah carey
2014-03-01,89,They Don't Know,Rico Love,85.0,85,4,they don't know,rico love
2014-03-01,90,Chocolate,The 1975,91.0,90,3,chocolate,the 1975
2014-03-01,91,Odio,Romeo Santos Featuring Drake,83.0,45,3,odio,romeo santos featuring drake
2014-03-01,92,The Heart Of Dixie,Danielle Bradbery,81.0,58,11,the heart of dixie,danielle bradbery
2014-03-01,93,Thinking About You,Calvin Harris Featuring Ayah Marar,86.0,86,5,thinking about you,calvin harris featuring ayah marar
2014-03-01,94,On Top Of The World,Imagine Dragons,93.0,93,3,on top of the world,imagine dragons
2014-03-01,95,Partition,Beyonce,88.0,70,6,partition,beyonce
2014-03-01,96,Classic,MKTO,0.0,96,1,classic,mkto
2014-03-01,97,Beat Of The Music,Brett Eldredge,97.0,97,2,beat of the music,brett eldredge
2014-03-01,98,Oceans (Where Feet May Fail),Hillsong UNITED,94.0,94,4,oceans,hillsong united
2014-03-01,99,Worst Behavior,Drake,95.0,89,10,worst behavior,drake
2014-03-01,100,Explosions,Ellie Goulding,0.0,100,1,explosions,ellie goulding
2014-02-22,1,Dark Horse,Katy Perry Featuring Juicy J,1.0,1,21,dark horse,katy perry featuring juicy j
2014-02-22,2,Happy,Pharrell Williams,8.0,2,6,happy,pharrell williams
2014-02-22,3,Talk Dirty,Jason Derulo Featuring 2 Chainz,4.0,3,8,talk dirty,jason derulo featuring 2 chainz
2014-02-22,4,Say Something,A Great Big World & Christina Aguilera,7.0,4,14,say something,a great big world and christina aguilera
2014-02-22,5,Let Her Go,Passenger,6.0,5,28,let her go,passenger
2014-02-22,6,Timber,Pitbull Featuring Ke$ha,3.0,1,18,timber,pitbull featuring ke ha
2014-02-22,7,Counting Stars,OneRepublic,5.0,2,34,counting stars,onerepublic
2014-02-22,8,Drunk In Love,Beyonce Featuring Jay Z,2.0,2,8,drunk in love,beyonce featuring jay z
2014-02-22,9,Team,Lorde,10.0,8,20,team,lorde
2014-02-22,10,Pompeii,Bastille,11.0,10,26,pompeii,bastille
2014-02-22,11,The Monster,Eminem Featuring Rihanna,12.0,1,15,the monster,eminem featuring rihanna
2014-02-22,12,Royals,Lorde,9.0,1,32,royals,lorde
2014-02-22,13,Story Of My Life,One Direction,14.0,6,15,story of my life,one direction
2014-02-22,14,Burn,Ellie Goulding,16.0,13,23,burn,ellie goulding
2014-02-22,15,All Of Me,John Legend,17.0,15,18,all of me,john legend
2014-02-22,16,Demons,Imagine Dragons,18.0,6,42,demons,imagine dragons
2014-02-22,17,The Man,Aloe Blacc,21.0,16,7,the man,aloe blacc
2014-02-22,18,Let It Go,Idina Menzel,24.0,18,11,let it go,idina menzel
2014-02-22,19,Wake Me Up!,Avicii,19.0,4,33,wake me up,avicii
2014-02-22,20,Show Me,Kid Ink Featuring Chris Brown,22.0,19,14,show me,kid ink featuring chris brown
2014-02-22,21,Can't Remember To Forget You,Shakira Featuring Rihanna,15.0,15,4,can't remember to forget you,shakira featuring rihanna
2014-02-22,22,Roar,Katy Perry,20.0,1,27,roar,katy perry
2014-02-22,23,Radioactive,Imagine Dragons,13.0,3,76,radioactive,imagine dragons
2014-02-22,24,Adore You,Miley Cyrus,25.0,22,9,adore you,miley cyrus
2014-02-22,25,My Hitta,YG Featuring Jeezy & Rich Homie Quan,26.0,19,19,my hitta,yg featuring jeezy and rich homie quan
2014-02-22,26,Best Day Of My Life,American Authors,34.0,26,13,best day of my life,american authors
2014-02-22,27,Wrecking Ball,Miley Cyrus,27.0,1,25,wrecking ball,miley cyrus
2014-02-22,28,Brave,Sara Bareilles,23.0,23,35,brave,sara bareilles
2014-02-22,29,"Hold On, We're Going Home",Drake Featuring Majid Jordan,28.0,4,27,hold on we're going home,drake featuring majid jordan
2014-02-22,30,Hey Brother,Avicii,37.0,30,10,hey brother,avicii
2014-02-22,31,Love Me Again,John Newman,33.0,31,12,love me again,john newman
2014-02-22,32,Drink A Beer,Luke Bryan,35.0,32,14,drink a beer,luke bryan
2014-02-22,33,Young Girls,Bruno Mars,38.0,33,6,young girls,bruno mars
2014-02-22,34,Sweater Weather,The Neighbourhood,32.0,14,35,sweater weather,the neighbourhood
2014-02-22,35,Whatever She's Got,David Nail,39.0,35,19,whatever she's got,david nail
2014-02-22,36,Stay The Night,Zedd Featuring Hayley Williams,30.0,18,21,stay the night,zedd featuring hayley williams
2014-02-22,37,Turn Down For What,DJ Snake & Lil Jon,43.0,37,7,turn down for what,dj snake and lil jon
2014-02-22,38,Chillin' It,Cole Swindell,41.0,38,17,chillin' it,cole swindell
2014-02-22,39,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,31.0,1,43,blurred lines,robin thicke featuring t i pharrell
2014-02-22,40,When She Says Baby,Jason Aldean,46.0,40,11,when she says baby,jason aldean
2014-02-22,41,Sail,AWOLNATION,47.0,17,75,sail,awolnation
2014-02-22,42,Paranoid,Ty Dolla $ign Featuring B.o.B,51.0,42,8,paranoid,ty dolla ign featuring b o b
2014-02-22,43,Safe And Sound,Capital Cities,40.0,8,41,safe and sound,capital cities
2014-02-22,44,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,29.0,15,21,white walls,macklemore and ryan lewis featuring schoolboy q and hollis
2014-02-22,45,Animals,Martin Garrix,48.0,45,21,animals,martin garrix
2014-02-22,46,Neon Lights,Demi Lovato,64.0,46,7,neon lights,demi lovato
2014-02-22,47,23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",42.0,11,21,23,mike will made-it featuring miley cyrus wiz khalifa and juicy j
2014-02-22,48,Bottoms Up,Brantley Gilbert,58.0,48,8,bottoms up,brantley gilbert
2014-02-22,49,Friday Night,Eric Paslay,52.0,47,17,friday night,eric paslay
2014-02-22,50,Do What U Want,Lady Gaga Featuring R. Kelly,36.0,13,16,do what u want,lady gaga featuring r kelly
2014-02-22,51,It Won't Stop,Sevyn Streeter Featuring Chris Brown,49.0,30,19,it won't stop,sevyn streeter featuring chris brown
2014-02-22,52,Give Me Back My Hometown,Eric Church,61.0,52,5,give me back my hometown,eric church
2014-02-22,53,Compass,Lady Antebellum,56.0,53,14,compass,lady antebellum
2014-02-22,54,All Me,Drake Featuring 2 Chainz & Big Sean,53.0,20,20,all me,drake featuring 2 chainz and big sean
2014-02-22,55,Doin' What She Likes,Blake Shelton,63.0,55,4,doin' what she likes,blake shelton
2014-02-22,56,Let It Go,Demi Lovato,54.0,38,11,let it go,demi lovato
2014-02-22,57,Do You Want To Build A Snowman?,"Kristen Bell, Agatha Lee Monn & Katie Lopez",59.0,55,7,do you want to build a snowman,kristen bell agatha lee monn and katie lopez
2014-02-22,58,Rap God,Eminem,55.0,7,17,rap god,eminem
2014-02-22,59,I Hold On,Dierks Bentley,65.0,59,8,i hold on,dierks bentley
2014-02-22,60,Love Don't Die,The Fray,81.0,60,6,love don't die,the fray
2014-02-22,61,Helluva Life,Frankie Ballard,72.0,61,10,helluva life,frankie ballard
2014-02-22,62,See You Tonight,Scotty McCreery,71.0,62,11,see you tonight,scotty mccreery
2014-02-22,63,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,80.0,63,4,loyal,chris brown featuring lil wayne and french montana or too hort or tyga
2014-02-22,64,Stay,Florida Georgia Line,57.0,28,17,stay,florida georgia line
2014-02-22,65,XO,Beyonce,50.0,45,8,xo,beyonce
2014-02-22,66,Up Down (Do This All Day),T-Pain Featuring B.o.B,67.0,65,12,up down,t-pain featuring b o b
2014-02-22,67,Take Me Home,Cash Cash Featuring Bebe Rexha,79.0,67,4,take me home,cash cash featuring bebe rexha
2014-02-22,68,Unconditionally,Katy Perry,62.0,14,16,unconditionally,katy perry
2014-02-22,69,For The First Time In Forever,Kristen Bell & Idina Menzel,66.0,57,7,for the first time in forever,kristen bell and idina menzel
2014-02-22,70,Drink To That All Night,Jerrod Niemann,76.0,70,6,drink to that all night,jerrod niemann
2014-02-22,71,The Language,Drake,73.0,51,16,the language,drake
2014-02-22,72,19 You + Me,Dan + Shay,85.0,72,6,19 you me,dan shay
2014-02-22,73,Cop Car,Keith Urban,74.0,73,2,cop car,keith urban
2014-02-22,74,Goodnight Kiss,Randy Houser,83.0,74,5,goodnight kiss,randy houser
2014-02-22,75,Get Me Some Of That,Thomas Rhett,82.0,75,5,get me some of that,thomas rhett
2014-02-22,76,Do I Wanna Know?,Arctic Monkeys,78.0,76,10,do i wanna know,arctic monkeys
2014-02-22,77,Everything I Shouldn't Be Thinking About,Thompson Square,88.0,77,4,everything i shouldn't be thinking about,thompson square
2014-02-22,78,Waiting For Superman,Daughtry,84.0,66,13,waiting for superman,daughtry
2014-02-22,79,Rewind,Rascal Flatts,86.0,58,4,rewind,rascal flatts
2014-02-22,80,Na Na,Trey Songz,95.0,80,3,na na,trey songz
2014-02-22,81,The Heart Of Dixie,Danielle Bradbery,91.0,58,10,the heart of dixie,danielle bradbery
2014-02-22,82,Ride,SoMo,90.0,80,5,ride,somo
2014-02-22,83,Odio,Romeo Santos Featuring Drake,45.0,45,2,odio,romeo santos featuring drake
2014-02-22,84,Confident,Justin Bieber Featuring Chance The Rapper,69.0,41,3,confident,justin bieber featuring chance the rapper
2014-02-22,85,They Don't Know,Rico Love,97.0,85,3,they don't know,rico love
2014-02-22,86,Thinking About You,Calvin Harris Featuring Ayah Marar,93.0,86,4,thinking about you,calvin harris featuring ayah marar
2014-02-22,87,The Worst,Jhene Aiko,0.0,87,1,the worst,jhene aiko
2014-02-22,88,Partition,Beyonce,70.0,70,5,partition,beyonce
2014-02-22,89,Invisible,Hunter Hayes,44.0,44,3,invisible,hunter hayes
2014-02-22,90,Human,Christina Perri,0.0,90,1,human,christina perri
2014-02-22,91,Chocolate,The 1975,0.0,91,2,chocolate,the 1975
2014-02-22,92,Midnight Memories,One Direction,68.0,12,3,midnight memories,one direction
2014-02-22,93,On Top Of The World,Imagine Dragons,100.0,93,2,on top of the world,imagine dragons
2014-02-22,94,Oceans (Where Feet May Fail),Hillsong UNITED,0.0,94,3,oceans,hillsong united
2014-02-22,95,Worst Behavior,Drake,99.0,89,9,worst behavior,drake
2014-02-22,96,Sweet Annie,Zac Brown Band,87.0,47,17,sweet annie,zac brown band
2014-02-22,97,Beat Of The Music,Brett Eldredge,0.0,97,1,beat of the music,brett eldredge
2014-02-22,98,She Knows,J. Cole Featuring Amber Coffman & The Cults,96.0,90,5,she knows,j cole featuring amber coffman and the cults
2014-02-22,99,Up All Night,Jon Pardi,77.0,56,13,up all night,jon pardi
2014-02-22,100,Can't Raise A Man,K. Michelle,94.0,94,2,can't raise a man,k michelle
2014-02-15,1,Dark Horse,Katy Perry Featuring Juicy J,1.0,1,20,dark horse,katy perry featuring juicy j
2014-02-15,2,Drunk In Love,Beyonce Featuring Jay Z,13.0,2,7,drunk in love,beyonce featuring jay z
2014-02-15,3,Timber,Pitbull Featuring Ke$ha,2.0,1,17,timber,pitbull featuring ke ha
2014-02-15,4,Talk Dirty,Jason Derulo Featuring 2 Chainz,6.0,4,7,talk dirty,jason derulo featuring 2 chainz
2014-02-15,5,Counting Stars,OneRepublic,3.0,2,33,counting stars,onerepublic
2014-02-15,6,Let Her Go,Passenger,7.0,6,27,let her go,passenger
2014-02-15,7,Say Something,A Great Big World & Christina Aguilera,4.0,4,13,say something,a great big world and christina aguilera
2014-02-15,8,Happy,Pharrell Williams,11.0,8,5,happy,pharrell williams
2014-02-15,9,Royals,Lorde,9.0,1,31,royals,lorde
2014-02-15,10,Team,Lorde,8.0,8,19,team,lorde
2014-02-15,11,Pompeii,Bastille,10.0,10,25,pompeii,bastille
2014-02-15,12,The Monster,Eminem Featuring Rihanna,5.0,1,14,the monster,eminem featuring rihanna
2014-02-15,13,Radioactive,Imagine Dragons,33.0,3,75,radioactive,imagine dragons
2014-02-15,14,Story Of My Life,One Direction,12.0,6,14,story of my life,one direction
2014-02-15,15,Can't Remember To Forget You,Shakira Featuring Rihanna,61.0,15,3,can't remember to forget you,shakira featuring rihanna
2014-02-15,16,Burn,Ellie Goulding,14.0,13,22,burn,ellie goulding
2014-02-15,17,All Of Me,John Legend,27.0,17,17,all of me,john legend
2014-02-15,18,Demons,Imagine Dragons,15.0,6,41,demons,imagine dragons
2014-02-15,19,Wake Me Up!,Avicii,17.0,4,32,wake me up,avicii
2014-02-15,20,Roar,Katy Perry,18.0,1,26,roar,katy perry
2014-02-15,21,The Man,Aloe Blacc,16.0,16,6,the man,aloe blacc
2014-02-15,22,Show Me,Kid Ink Featuring Chris Brown,19.0,19,13,show me,kid ink featuring chris brown
2014-02-15,23,Brave,Sara Bareilles,26.0,23,34,brave,sara bareilles
2014-02-15,24,Let It Go,Idina Menzel,21.0,21,10,let it go,idina menzel
2014-02-15,25,Adore You,Miley Cyrus,30.0,22,8,adore you,miley cyrus
2014-02-15,26,My Hitta,YG Featuring Jeezy & Rich Homie Quan,29.0,19,18,my hitta,yg featuring jeezy and rich homie quan
2014-02-15,27,Wrecking Ball,Miley Cyrus,20.0,1,24,wrecking ball,miley cyrus
2014-02-15,28,"Hold On, We're Going Home",Drake Featuring Majid Jordan,24.0,4,26,hold on we're going home,drake featuring majid jordan
2014-02-15,29,White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,28.0,15,20,white walls,macklemore and ryan lewis featuring schoolboy q and hollis
2014-02-15,30,Stay The Night,Zedd Featuring Hayley Williams,22.0,18,20,stay the night,zedd featuring hayley williams
2014-02-15,31,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,31.0,1,42,blurred lines,robin thicke featuring t i pharrell
2014-02-15,32,Sweater Weather,The Neighbourhood,23.0,14,34,sweater weather,the neighbourhood
2014-02-15,33,Love Me Again,John Newman,32.0,32,11,love me again,john newman
2014-02-15,34,Best Day Of My Life,American Authors,34.0,32,12,best day of my life,american authors
2014-02-15,35,Drink A Beer,Luke Bryan,35.0,33,13,drink a beer,luke bryan
2014-02-15,36,Do What U Want,Lady Gaga Featuring R. Kelly,25.0,13,15,do what u want,lady gaga featuring r kelly
2014-02-15,37,Hey Brother,Avicii,36.0,36,9,hey brother,avicii
2014-02-15,38,Young Girls,Bruno Mars,54.0,38,5,young girls,bruno mars
2014-02-15,39,Whatever She's Got,David Nail,38.0,38,18,whatever she's got,david nail
2014-02-15,40,Safe And Sound,Capital Cities,39.0,8,40,safe and sound,capital cities
2014-02-15,41,Chillin' It,Cole Swindell,40.0,38,16,chillin' it,cole swindell
2014-02-15,42,23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",37.0,11,20,23,mike will made-it featuring miley cyrus wiz khalifa and juicy j
2014-02-15,43,Turn Down For What,DJ Snake & Lil Jon,41.0,37,6,turn down for what,dj snake and lil jon
2014-02-15,44,Invisible,Hunter Hayes,88.0,44,2,invisible,hunter hayes
2014-02-15,45,Odio,Romeo Santos Featuring Drake,0.0,45,1,odio,romeo santos featuring drake
2014-02-15,46,When She Says Baby,Jason Aldean,43.0,43,10,when she says baby,jason aldean
2014-02-15,47,Sail,AWOLNATION,42.0,17,74,sail,awolnation
2014-02-15,48,Animals,Martin Garrix,50.0,48,20,animals,martin garrix
2014-02-15,49,It Won't Stop,Sevyn Streeter Featuring Chris Brown,48.0,30,18,it won't stop,sevyn streeter featuring chris brown
2014-02-15,50,XO,Beyonce,46.0,45,7,xo,beyonce
2014-02-15,51,Paranoid,Ty Dolla $ign Featuring B.o.B,52.0,51,7,paranoid,ty dolla ign featuring b o b
2014-02-15,52,Friday Night,Eric Paslay,47.0,47,16,friday night,eric paslay
2014-02-15,53,All Me,Drake Featuring 2 Chainz & Big Sean,44.0,20,19,all me,drake featuring 2 chainz and big sean
2014-02-15,54,Let It Go,Demi Lovato,51.0,38,10,let it go,demi lovato
2014-02-15,55,Rap God,Eminem,53.0,7,16,rap god,eminem
2014-02-15,56,Compass,Lady Antebellum,56.0,56,13,compass,lady antebellum
2014-02-15,57,Stay,Florida Georgia Line,45.0,28,16,stay,florida georgia line
2014-02-15,58,Bottoms Up,Brantley Gilbert,59.0,58,7,bottoms up,brantley gilbert
2014-02-15,59,Do You Want To Build A Snowman?,"Kristen Bell, Agatha Lee Monn & Katie Lopez",55.0,55,6,do you want to build a snowman,kristen bell agatha lee monn and katie lopez
2014-02-15,60,Follow Your Arrow,Kacey Musgraves,0.0,60,1,follow your arrow,kacey musgraves
2014-02-15,61,Give Me Back My Hometown,Eric Church,67.0,55,4,give me back my hometown,eric church
2014-02-15,62,Unconditionally,Katy Perry,49.0,14,15,unconditionally,katy perry
2014-02-15,63,Doin' What She Likes,Blake Shelton,66.0,63,3,doin' what she likes,blake shelton
2014-02-15,64,Neon Lights,Demi Lovato,64.0,64,6,neon lights,demi lovato
2014-02-15,65,I Hold On,Dierks Bentley,71.0,65,7,i hold on,dierks bentley
2014-02-15,66,For The First Time In Forever,Kristen Bell & Idina Menzel,57.0,57,6,for the first time in forever,kristen bell and idina menzel
2014-02-15,67,Up Down (Do This All Day),T-Pain Featuring B.o.B,65.0,65,11,up down,t-pain featuring b o b
2014-02-15,68,Midnight Memories,One Direction,0.0,12,2,midnight memories,one direction
2014-02-15,69,Confident,Justin Bieber Featuring Chance The Rapper,0.0,41,2,confident,justin bieber featuring chance the rapper
2014-02-15,70,Partition,Beyonce,73.0,70,4,partition,beyonce
2014-02-15,71,See You Tonight,Scotty McCreery,75.0,71,10,see you tonight,scotty mccreery
2014-02-15,72,Helluva Life,Frankie Ballard,77.0,70,9,helluva life,frankie ballard
2014-02-15,73,The Language,Drake,68.0,51,15,the language,drake
2014-02-15,74,Cop Car,Keith Urban,0.0,74,1,cop car,keith urban
2014-02-15,75,m.A.A.d City,Kendrick Lamar Featuring MC Eiht,0.0,75,3,m a a d city,kendrick lamar featuring mc eiht
2014-02-15,76,Drink To That All Night,Jerrod Niemann,74.0,74,5,drink to that all night,jerrod niemann
2014-02-15,77,Up All Night,Jon Pardi,63.0,56,12,up all night,jon pardi
2014-02-15,78,Do I Wanna Know?,Arctic Monkeys,76.0,76,9,do i wanna know,arctic monkeys
2014-02-15,79,Take Me Home,Cash Cash Featuring Bebe Rexha,86.0,79,3,take me home,cash cash featuring bebe rexha
2014-02-15,80,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,84.0,80,3,loyal,chris brown featuring lil wayne and french montana or too hort or tyga
2014-02-15,81,Love Don't Die,The Fray,69.0,69,5,love don't die,the fray
2014-02-15,82,Get Me Some Of That,Thomas Rhett,79.0,79,4,get me some of that,thomas rhett
2014-02-15,83,Goodnight Kiss,Randy Houser,83.0,83,4,goodnight kiss,randy houser
2014-02-15,84,Waiting For Superman,Daughtry,72.0,66,12,waiting for superman,daughtry
2014-02-15,85,19 You + Me,Dan + Shay,78.0,78,5,19 you me,dan shay
2014-02-15,86,Rewind,Rascal Flatts,58.0,58,3,rewind,rascal flatts
2014-02-15,87,Sweet Annie,Zac Brown Band,62.0,47,16,sweet annie,zac brown band
2014-02-15,88,Everything I Shouldn't Be Thinking About,Thompson Square,89.0,88,3,everything i shouldn't be thinking about,thompson square
2014-02-15,89,A Man Who Was Gonna Die Young,Eric Church,0.0,89,1,a man who was gonna die young,eric church
2014-02-15,90,Ride,SoMo,80.0,80,4,ride,somo
2014-02-15,91,The Heart Of Dixie,Danielle Bradbery,82.0,58,9,the heart of dixie,danielle bradbery
2014-02-15,92,Mmm Yeah,Austin Mahone Featuring Pitbull,60.0,60,2,mmm yeah,austin mahone featuring pitbull
2014-02-15,93,Thinking About You,Calvin Harris Featuring Ayah Marar,87.0,87,3,thinking about you,calvin harris featuring ayah marar
2014-02-15,94,Can't Raise A Man,K. Michelle,0.0,94,1,can't raise a man,k michelle
2014-02-15,95,Na Na,Trey Songz,91.0,91,2,na na,trey songz
2014-02-15,96,She Knows,J. Cole Featuring Amber Coffman & The Cults,90.0,90,4,she knows,j cole featuring amber coffman and the cults
2014-02-15,97,They Don't Know,Rico Love,100.0,97,2,they don't know,rico love
2014-02-15,98,Don't Let Me Be Lonely,The Band Perry,70.0,59,16,don't let me be lonely,the band perry
2014-02-15,99,Worst Behavior,Drake,93.0,89,8,worst behavior,drake
2014-02-15,100,On Top Of The World,Imagine Dragons,0.0,100,1,on top of the world,imagine dragons
2014-02-08,1,Dark Horse,Katy Perry Featuring Juicy J,2.0,1,19,dark horse,katy perry featuring juicy j
2014-02-08,2,Timber,Pitbull Featuring Ke$ha,1.0,1,16,timber,pitbull featuring ke ha
2014-02-08,3,Counting Stars,OneRepublic,3.0,2,32,counting stars,onerepublic
