song_base,artist_canon,genius_full_title,genius_primary_artist,match_score_num,genius_url
what to do,jackboys featuring don toliver,WHAT TO DO? by JACKBOYS & Travis Scott (Ft. Don Toliver),JACKBOYS,0.6333333333333333,https://genius.com/Jackboys-and-travis-scott-what-to-do-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
glorious,macklemore featuring skylar grey,Glorious by Macklemore (Ft. Skylar Grey),Macklemore,0.6333333333333333,https://genius.com/Macklemore-glorious-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
glorious,macklemore featuring skylar grey,Glorious by Macklemore (Ft. Skylar Grey),Macklemore,0.6333333333333333,https://genius.com/Macklemore-glorious-lyrics
glorious,macklemore featuring skylar grey,Glorious by Macklemore (Ft. Skylar Grey),Macklemore,0.6333333333333333,https://genius.com/Macklemore-glorious-lyrics
lights down low,max featuring gnash,Lights Down Low (Remix) by MAX (Ft. gnash),MAX,0.6333333333333333,https://genius.com/Max-lights-down-low-remix-lyrics
lights down low,max featuring gnash,Lights Down Low (Remix) by MAX (Ft. gnash),MAX,0.6333333333333333,https://genius.com/Max-lights-down-low-remix-lyrics
lights down low,max featuring gnash,Lights Down Low (Remix) by MAX (Ft. gnash),MAX,0.6333333333333333,https://genius.com/Max-lights-down-low-remix-lyrics
blame,calvin harris featuring john newman,Blame by Calvin Harris (Ft. John Newman),Calvin Harris,0.6333333333333333,https://genius.com/Calvin-harris-blame-lyrics
red roses,lil skies featuring landon cube,Red Roses by Lil Skies (Ft. Landon Cube),Lil Skies,0.6333333333333333,https://genius.com/Lil-skies-red-roses-lyrics
blame,calvin harris featuring john newman,Blame by Calvin Harris (Ft. John Newman),Calvin Harris,0.6333333333333333,https://genius.com/Calvin-harris-blame-lyrics
red roses,lil skies featuring landon cube,Red Roses by Lil Skies (Ft. Landon Cube),Lil Skies,0.6333333333333333,https://genius.com/Lil-skies-red-roses-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
red roses,lil skies featuring landon cube,Red Roses by Lil Skies (Ft. Landon Cube),Lil Skies,0.6333333333333333,https://genius.com/Lil-skies-red-roses-lyrics
make me proud,drake featuring nicki minaj,Make Me Proud by Drake (Ft. Nicki Minaj),Drake,0.6333333333333333,https://genius.com/Drake-make-me-proud-lyrics
rake it up,yo gotti featuring nicki minaj,Rake It Up by Yo Gotti (Ft. Nicki Minaj),Yo Gotti,0.6333333333333333,https://genius.com/Yo-gotti-rake-it-up-lyrics
make a movie,twista featuring chris brown,Make a Movie by Twista (Ft. Chris Brown),Twista,0.6333333333333333,https://genius.com/Twista-make-a-movie-lyrics
red roses,lil skies featuring landon cube,Red Roses by Lil Skies (Ft. Landon Cube),Lil Skies,0.6333333333333333,https://genius.com/Lil-skies-red-roses-lyrics
glorious,macklemore featuring skylar grey,Glorious by Macklemore (Ft. Skylar Grey),Macklemore,0.6333333333333333,https://genius.com/Macklemore-glorious-lyrics
rake it up,yo gotti featuring nicki minaj,Rake It Up by Yo Gotti (Ft. Nicki Minaj),Yo Gotti,0.6333333333333333,https://genius.com/Yo-gotti-rake-it-up-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
glorious,macklemore featuring skylar grey,Glorious by Macklemore (Ft. Skylar Grey),Macklemore,0.6333333333333333,https://genius.com/Macklemore-glorious-lyrics
rake it up,yo gotti featuring nicki minaj,Rake It Up by Yo Gotti (Ft. Nicki Minaj),Yo Gotti,0.6333333333333333,https://genius.com/Yo-gotti-rake-it-up-lyrics
rake it up,yo gotti featuring nicki minaj,Rake It Up by Yo Gotti (Ft. Nicki Minaj),Yo Gotti,0.6333333333333333,https://genius.com/Yo-gotti-rake-it-up-lyrics
make me proud,drake featuring nicki minaj,Make Me Proud by Drake (Ft. Nicki Minaj),Drake,0.6333333333333333,https://genius.com/Drake-make-me-proud-lyrics
make me proud,drake featuring nicki minaj,Make Me Proud by Drake (Ft. Nicki Minaj),Drake,0.6333333333333333,https://genius.com/Drake-make-me-proud-lyrics
rake it up,yo gotti featuring nicki minaj,Rake It Up by Yo Gotti (Ft. Nicki Minaj),Yo Gotti,0.6333333333333333,https://genius.com/Yo-gotti-rake-it-up-lyrics
make me proud,drake featuring nicki minaj,Make Me Proud by Drake (Ft. Nicki Minaj),Drake,0.6333333333333333,https://genius.com/Drake-make-me-proud-lyrics
lights down low,max featuring gnash,Lights Down Low (Remix) by MAX (Ft. gnash),MAX,0.6333333333333333,https://genius.com/Max-lights-down-low-remix-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
red roses,lil skies featuring landon cube,Red Roses by Lil Skies (Ft. Landon Cube),Lil Skies,0.6333333333333333,https://genius.com/Lil-skies-red-roses-lyrics
rake it up,yo gotti featuring nicki minaj,Rake It Up by Yo Gotti (Ft. Nicki Minaj),Yo Gotti,0.6333333333333333,https://genius.com/Yo-gotti-rake-it-up-lyrics
rake it up,yo gotti featuring nicki minaj,Rake It Up by Yo Gotti (Ft. Nicki Minaj),Yo Gotti,0.6333333333333333,https://genius.com/Yo-gotti-rake-it-up-lyrics
make me proud,drake featuring nicki minaj,Make Me Proud by Drake (Ft. Nicki Minaj),Drake,0.6333333333333333,https://genius.com/Drake-make-me-proud-lyrics
glorious,macklemore featuring skylar grey,Glorious by Macklemore (Ft. Skylar Grey),Macklemore,0.6333333333333333,https://genius.com/Macklemore-glorious-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
make a movie,twista featuring chris brown,Make a Movie by Twista (Ft. Chris Brown),Twista,0.6333333333333333,https://genius.com/Twista-make-a-movie-lyrics
lights down low,max featuring gnash,Lights Down Low (Remix) by MAX (Ft. gnash),MAX,0.6333333333333333,https://genius.com/Max-lights-down-low-remix-lyrics
red roses,lil skies featuring landon cube,Red Roses by Lil Skies (Ft. Landon Cube),Lil Skies,0.6333333333333333,https://genius.com/Lil-skies-red-roses-lyrics
lights down low,max featuring gnash,Lights Down Low (Remix) by MAX (Ft. gnash),MAX,0.6333333333333333,https://genius.com/Max-lights-down-low-remix-lyrics
blame,calvin harris featuring john newman,Blame by Calvin Harris (Ft. John Newman),Calvin Harris,0.6333333333333333,https://genius.com/Calvin-harris-blame-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
lights down low,max featuring gnash,Lights Down Low (Remix) by MAX (Ft. gnash),MAX,0.6333333333333333,https://genius.com/Max-lights-down-low-remix-lyrics
blame,calvin harris featuring john newman,Blame by Calvin Harris (Ft. John Newman),Calvin Harris,0.6333333333333333,https://genius.com/Calvin-harris-blame-lyrics
red roses,lil skies featuring landon cube,Red Roses by Lil Skies (Ft. Landon Cube),Lil Skies,0.6333333333333333,https://genius.com/Lil-skies-red-roses-lyrics
lights down low,max featuring gnash,Lights Down Low (Remix) by MAX (Ft. gnash),MAX,0.6333333333333333,https://genius.com/Max-lights-down-low-remix-lyrics
blame,calvin harris featuring john newman,Blame by Calvin Harris (Ft. John Newman),Calvin Harris,0.6333333333333333,https://genius.com/Calvin-harris-blame-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
rake it up,yo gotti featuring nicki minaj,Rake It Up by Yo Gotti (Ft. Nicki Minaj),Yo Gotti,0.6333333333333333,https://genius.com/Yo-gotti-rake-it-up-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
make me proud,drake featuring nicki minaj,Make Me Proud by Drake (Ft. Nicki Minaj),Drake,0.6333333333333333,https://genius.com/Drake-make-me-proud-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
blame,calvin harris featuring john newman,Blame by Calvin Harris (Ft. John Newman),Calvin Harris,0.6333333333333333,https://genius.com/Calvin-harris-blame-lyrics
rake it up,yo gotti featuring nicki minaj,Rake It Up by Yo Gotti (Ft. Nicki Minaj),Yo Gotti,0.6333333333333333,https://genius.com/Yo-gotti-rake-it-up-lyrics
make a movie,twista featuring chris brown,Make a Movie by Twista (Ft. Chris Brown),Twista,0.6333333333333333,https://genius.com/Twista-make-a-movie-lyrics
f k you,ceelo green,F**k You (Le Castle Vania Remix) by CeeLo Green & Le Castle Vania,CeeLo Green,0.6333333333333333,https://genius.com/Ceelo-green-and-le-castle-vania-fk-you-le-castle-vania-remix-lyrics
