date,rank,song,artist,last-week,peak-rank,weeks-on-board
2020-11-28,39,Better Together,Luke Combs,39.0,30,7
2020-11-28,40,Forever After All,Luke Combs,27.0,2,4
2020-11-28,41,Got What I Got,Jason Aldean,34.0,16,25
2020-11-28,42,"Big, Big Plans",Chris Lane,56.0,42,7
2020-11-28,43,Rockin' Around The Christmas Tree,Brenda Lee,0.0,2,33
2020-11-28,44,Wonder,Shawn Mendes,32.0,18,7
2020-11-28,45,pov,Ariana Grande,45.0,40,3
2020-11-28,46,Stripes Like Burberry,Future & Lil Uzi Vert,0.0,46,1
2020-11-28,47,Come & Go,Juice WRLD x Marshmello,38.0,2,19
2020-11-28,48,Diamonds,Sam Smith,40.0,40,9
2020-11-28,49,Adore You,Harry Styles,43.0,6,50
2020-11-28,50,That's It,Future & Lil Uzi Vert,0.0,50,1
2020-11-28,51,You Broke Me First.,Tate McRae,50.0,50,13
2020-11-28,52,I Should Probably Go To Bed,Dan + Shay,49.0,42,16
2020-11-28,53,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,41.0,11,20
2020-11-28,54,Real Baby Pluto,Future & Lil Uzi Vert,0.0,54,1
2020-11-28,55,Ain't Always The Cowboy,Jon Pardi,58.0,55,12
2020-11-28,56,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,52.0,10,7
2020-11-28,57,Iris,Phoebe & Maggie,0.0,57,1
2020-11-28,58,Franchise,Travis Scott Featuring Young Thug & M.I.A.,55.0,1,8
2020-11-28,59,My Ex's Best Friend,Machine Gun Kelly X blackbear,60.0,28,14
2020-11-28,60,Took Her To The O,King Von,47.0,47,2
2020-11-28,61,Mood Swings,Pop Smoke Featuring Lil Tjay,53.0,17,20
2020-11-28,62,B.S.,Jhene Aiko Featuring H.E.R.,61.0,24,16
2020-11-28,63,7 Summers,Morgan Wallen,63.0,6,14
2020-11-28,64,Marni On Me,Future & Lil Uzi Vert,0.0,64,1
2020-11-28,65,Midnight Sky,Miley Cyrus,44.0,14,14
2020-11-28,66,Tyler Herro,Jack Harlow,57.0,34,4
2020-11-28,67,Million Dollar Play,Future & Lil Uzi Vert,0.0,67,1
2020-11-28,68,Sleeping On The Floor,Future & Lil Uzi Vert,0.0,68,1
2020-11-28,69,Throat Baby (Go Baby),BRS Kash,69.0,69,5
2020-11-28,70,Don't Stop,Megan Thee Stallion Featuring Young Thug,73.0,30,7
2020-11-28,71,Good Time,Niko Moon,74.0,71,7
2020-11-28,72,Hole In The Bottle,Kelsea Ballerini,87.0,72,6
2020-11-28,73,U 2 Luv,Ne-Yo & Jeremih,68.0,66,7
2020-11-28,74,Blind,DaBaby Featuring Young Thug,89.0,74,9
2020-11-28,75,So Done,The Kid LAROI,59.0,59,4
2020-11-28,76,Hit Different,SZA Featuring Ty Dolla $ign,71.0,29,11
2020-11-28,77,Golden,Harry Styles,78.0,74,5
2020-11-28,78,Champagne Night,Lady A,75.0,75,5
2020-11-28,79,Some Girls,Jameson Rodgers,62.0,29,15
2020-11-28,80,Martin & Gina,Polo G,72.0,61,16
2020-11-28,81,Whoopty,CJ,97.0,81,2
2020-11-28,82,Everywhere But On,Matt Stell,54.0,48,11
2020-11-28,83,Popstar,DJ Khaled Featuring Drake,64.0,3,18
2020-11-28,84,Wishing Well,Juice WRLD,70.0,5,19
2020-11-28,85,What's Your Country Song,Thomas Rhett,0.0,85,1
2020-11-28,86,Plastic,Future & Lil Uzi Vert,0.0,86,1
2020-11-28,87,Put Your Records On,Ritt Momney,82.0,79,7
2020-11-28,88,Heather,Conan Gray,79.0,46,14
2020-11-28,89,24,Money Man Featuring Lil Baby,67.0,49,14
2020-11-28,90,Happy Does,Kenny Chesney,91.0,85,5
2020-11-28,91,Runnin,21 Savage & Metro Boomin,85.0,9,7
2020-11-28,92,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",90.0,64,11
2020-11-28,93,Beers And Sunshine,Darius Rucker,93.0,93,2
2020-11-28,94,Take You Dancing,Jason Derulo,96.0,94,3
2020-11-28,95,La Toxica,Farruko,100.0,95,4
2020-11-28,96,Tap In,Saweetie,86.0,20,19
2020-11-28,97,Rockstar Chainz,Future,0.0,97,1
2020-11-28,98,Kacey Talk,YoungBoy Never Broke Again,92.0,50,14
2020-11-28,99,Practice,DaBaby,88.0,86,4
2020-11-28,100,Bought A Bad Bitch,Future & Lil Uzi Vert,0.0,100,1
2020-11-21,1,Mood,24kGoldn Featuring iann dior,1.0,1,14
2020-11-21,2,Positions,Ariana Grande,2.0,1,3
2020-11-21,3,I Hope,Gabby Barrett Featuring Charlie Puth,5.0,3,46
2020-11-21,4,Laugh Now Cry Later,Drake Featuring Lil Durk,3.0,2,13
2020-11-21,5,Blinding Lights,The Weeknd,4.0,1,50
2020-11-21,6,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,7.0,6,13
2020-11-21,7,Holy,Justin Bieber Featuring Chance The Rapper,11.0,3,8
2020-11-21,8,Dakiti,Bad Bunny & Jhay Cortez,9.0,8,2
2020-11-21,9,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,6.0,1,22
2020-11-21,10,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,12.0,6,19
2020-11-21,11,WAP,Cardi B Featuring Megan Thee Stallion,10.0,1,14
2020-11-21,12,Hawai,Maluma & The Weeknd,60.0,12,12
2020-11-21,13,Go Crazy,Chris Brown & Young Thug,15.0,9,27
2020-11-21,14,Rockstar,DaBaby Featuring Roddy Ricch,13.0,1,30
2020-11-21,15,Kings & Queens,Ava Max,19.0,15,14
2020-11-21,16,Before You Go,Lewis Capaldi,14.0,9,41
2020-11-21,17,Dynamite,BTS,16.0,1,12
2020-11-21,18,Watermelon Sugar,Harry Styles,17.0,1,34
2020-11-21,19,More Than My Hometown,Morgan Wallen,23.0,19,22
2020-11-21,20,Be Like That,Kane Brown With Swae Lee & Khalid,22.0,19,18
2020-11-21,21,Lonely,Justin Bieber & benny blanco,21.0,14,4
2020-11-21,22,Said Sum,Moneybagg Yo,20.0,17,19
2020-11-21,23,ily,Surf Mesa Featuring Emilee,25.0,23,25
2020-11-21,24,Bang!,AJR,26.0,24,19
2020-11-21,25,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",24.0,2,40
2020-11-21,26,Levitating,Dua Lipa Featuring DaBaby,29.0,26,6
2020-11-21,27,Forever After All,Luke Combs,18.0,2,3
2020-11-21,28,What You Know Bout Love,Pop Smoke,30.0,25,10
2020-11-21,29,One Of Them Girls,Lee Brice,27.0,17,24
2020-11-21,30,34+35,Ariana Grande,8.0,8,2
2020-11-21,31,Love You Like I Used To,Russell Dickerson,34.0,31,10
2020-11-21,32,Wonder,Shawn Mendes,33.0,18,6
2020-11-21,33,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,36.0,33,23
2020-11-21,34,Got What I Got,Jason Aldean,28.0,16,24
2020-11-21,35,What That Speed Bout!?,"Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again",0.0,35,1
2020-11-21,36,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,46.0,36,16
2020-11-21,37,Pretty Heart,Parker McCollum,38.0,37,18
2020-11-21,38,Come & Go,Juice WRLD x Marshmello,31.0,2,18
2020-11-21,39,Better Together,Luke Combs,41.0,30,6
2020-11-21,40,Diamonds,Sam Smith,45.0,40,8
2020-11-21,41,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,39.0,11,19
2020-11-21,42,Rags2Riches,Rod Wave Featuring ATR Son Son,42.0,12,20
2020-11-21,43,Adore You,Harry Styles,37.0,6,49
2020-11-21,44,Midnight Sky,Miley Cyrus,82.0,14,13
2020-11-21,45,pov,Ariana Grande,40.0,40,2
2020-11-21,46,Roses,SAINt JHN,44.0,4,34
2020-11-21,47,Took Her To The O,King Von,0.0,47,1
2020-11-21,48,Starting Over,Chris Stapleton,69.0,48,11
2020-11-21,49,I Should Probably Go To Bed,Dan + Shay,58.0,42,15
2020-11-21,50,You Broke Me First.,Tate McRae,61.0,50,12
2020-11-21,51,Lovin' On You,Luke Combs,56.0,23,20
2020-11-21,52,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,55.0,10,6
2020-11-21,53,Mood Swings,Pop Smoke Featuring Lil Tjay,53.0,17,19
2020-11-21,54,Everywhere But On,Matt Stell,51.0,48,10
2020-11-21,55,Franchise,Travis Scott Featuring Young Thug & M.I.A.,59.0,1,7
2020-11-21,56,"Big, Big Plans",Chris Lane,64.0,56,6
2020-11-21,57,Tyler Herro,Jack Harlow,54.0,34,3
2020-11-21,58,Ain't Always The Cowboy,Jon Pardi,68.0,58,11
2020-11-21,59,So Done,The Kid LAROI,97.0,59,3
2020-11-21,60,My Ex's Best Friend,Machine Gun Kelly X blackbear,67.0,28,13
2020-11-21,61,B.S.,Jhene Aiko Featuring H.E.R.,77.0,24,15
2020-11-21,62,Some Girls,Jameson Rodgers,57.0,29,14
2020-11-21,63,7 Summers,Morgan Wallen,72.0,6,13
2020-11-21,64,Popstar,DJ Khaled Featuring Drake,62.0,3,17
2020-11-21,65,Don't Need Friends,NAV Featuring Lil Baby,0.0,65,1
2020-11-21,66,The Code,King Von Featuring Polo G,0.0,66,1
2020-11-21,67,24,Money Man Featuring Lil Baby,66.0,49,13
2020-11-21,68,U 2 Luv,Ne-Yo & Jeremih,74.0,66,6
2020-11-21,69,Throat Baby (Go Baby),BRS Kash,87.0,69,4
2020-11-21,70,Wishing Well,Juice WRLD,73.0,5,18
2020-11-21,71,Hit Different,SZA Featuring Ty Dolla $ign,79.0,29,10
2020-11-21,72,Martin & Gina,Polo G,81.0,61,15
2020-11-21,73,Don't Stop,Megan Thee Stallion Featuring Young Thug,78.0,30,6
2020-11-21,74,Good Time,Niko Moon,85.0,74,6
2020-11-21,75,Champagne Night,Lady A,94.0,75,4
2020-11-21,76,Tragic,The Kid LAROI Featuring YoungBoy Never Brok Again & Internet Money,0.0,76,1
2020-11-21,77,All These N**gas,King Von Featuring Lil Durk,0.0,77,1
2020-11-21,78,Golden,Harry Styles,86.0,74,4
2020-11-21,79,Heather,Conan Gray,84.0,46,13
2020-11-21,80,Motive,Ariana Grande Featuring Doja Cat,32.0,32,2
2020-11-21,81,Crazy Story 2.0,King Von Featuring Lil Durk,0.0,81,1
2020-11-21,82,Put Your Records On,Ritt Momney,89.0,79,6
2020-11-21,83,Always Do,The Kid LAROI,0.0,83,1
2020-11-21,84,Young Wheezy,NAV With Gunna,0.0,84,1
2020-11-21,85,Runnin,21 Savage & Metro Boomin,83.0,9,6
2020-11-21,86,Tap In,Saweetie,76.0,20,18
2020-11-21,87,Hole In The Bottle,Kelsea Ballerini,95.0,87,5
2020-11-21,88,Practice,DaBaby,88.0,86,3
2020-11-21,89,Blind,DaBaby Featuring Young Thug,90.0,78,8
2020-11-21,90,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",91.0,64,10
2020-11-21,91,Happy Does,Kenny Chesney,96.0,85,4
2020-11-21,92,Kacey Talk,YoungBoy Never Broke Again,93.0,50,13
2020-11-21,93,Beers And Sunshine,Darius Rucker,0.0,93,1
2020-11-21,94,Therefore I Am,Billie Eilish,0.0,94,1
2020-11-21,95,Off The Table,Ariana Grande Featuring The Weeknd,35.0,35,2
2020-11-21,96,Take You Dancing,Jason Derulo,100.0,96,2
2020-11-21,97,Whoopty,CJ,0.0,97,1
2020-11-21,98,Just Like Magic,Ariana Grande,43.0,43,2
2020-11-21,99,"F*ck You, Goodbye",The Kid LAROI Featuring Machine Gun Kelly,0.0,99,1
2020-11-21,100,La Toxica,Farruko,99.0,98,3
2020-11-14,1,Mood,24kGoldn Featuring iann dior,3.0,1,13
2020-11-14,2,Positions,Ariana Grande,1.0,1,2
2020-11-14,3,Laugh Now Cry Later,Drake Featuring Lil Durk,4.0,2,12
2020-11-14,4,Blinding Lights,The Weeknd,5.0,1,49
2020-11-14,5,I Hope,Gabby Barrett Featuring Charlie Puth,6.0,5,45
2020-11-14,6,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,8.0,1,21
2020-11-14,7,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,9.0,7,12
2020-11-14,8,34+35,Ariana Grande,0.0,8,1
2020-11-14,9,Dakiti,Bad Bunny & Jhay Cortez,0.0,9,1
2020-11-14,10,WAP,Cardi B Featuring Megan Thee Stallion,7.0,1,13
2020-11-14,11,Holy,Justin Bieber Featuring Chance The Rapper,10.0,3,7
2020-11-14,12,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,14.0,6,18
2020-11-14,13,Rockstar,DaBaby Featuring Roddy Ricch,11.0,1,29
2020-11-14,14,Before You Go,Lewis Capaldi,13.0,9,40
2020-11-14,15,Go Crazy,Chris Brown & Young Thug,16.0,9,26
2020-11-14,16,Dynamite,BTS,12.0,1,11
2020-11-14,17,Watermelon Sugar,Harry Styles,15.0,1,33
2020-11-14,18,Forever After All,Luke Combs,2.0,2,2
2020-11-14,19,Kings & Queens,Ava Max,22.0,19,13
2020-11-14,20,Said Sum,Moneybagg Yo,17.0,17,18
2020-11-14,21,Lonely,Justin Bieber & benny blanco,27.0,14,3
2020-11-14,22,Be Like That,Kane Brown With Swae Lee & Khalid,19.0,19,17
2020-11-14,23,More Than My Hometown,Morgan Wallen,23.0,23,21
2020-11-14,24,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",20.0,2,39
2020-11-14,25,ily,Surf Mesa Featuring Emilee,25.0,25,24
2020-11-14,26,Bang!,AJR,28.0,26,18
2020-11-14,27,One Of Them Girls,Lee Brice,26.0,17,23
2020-11-14,28,Got What I Got,Jason Aldean,21.0,16,23
2020-11-14,29,Levitating,Dua Lipa Featuring DaBaby,42.0,29,5
2020-11-14,30,What You Know Bout Love,Pop Smoke,29.0,25,9
2020-11-14,31,Come & Go,Juice WRLD x Marshmello,24.0,2,17
2020-11-14,32,Motive,Ariana Grande Featuring Doja Cat,0.0,32,1
2020-11-14,33,Wonder,Shawn Mendes,32.0,18,5
2020-11-14,34,Love You Like I Used To,Russell Dickerson,37.0,34,9
2020-11-14,35,Off The Table,Ariana Grande Featuring The Weeknd,0.0,35,1
2020-11-14,36,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,36.0,36,22
2020-11-14,37,Adore You,Harry Styles,31.0,6,48
2020-11-14,38,Pretty Heart,Parker McCollum,43.0,38,17
2020-11-14,39,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,35.0,11,18
2020-11-14,40,pov,Ariana Grande,0.0,40,1
2020-11-14,41,Better Together,Luke Combs,30.0,30,5
2020-11-14,42,Rags2Riches,Rod Wave Featuring ATR Son Son,40.0,12,19
2020-11-14,43,Just Like Magic,Ariana Grande,0.0,43,1
2020-11-14,44,Roses,SAINt JHN,39.0,4,33
2020-11-14,45,Diamonds,Sam Smith,58.0,45,7
2020-11-14,46,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,46.0,45,15
2020-11-14,47,Shut Up,Ariana Grande,0.0,47,1
2020-11-14,48,Thriller,Michael Jackson,0.0,4,20
2020-11-14,49,Nasty,Ariana Grande,0.0,49,1
2020-11-14,50,Break My Heart,Dua Lipa,44.0,13,32
2020-11-14,51,Everywhere But On,Matt Stell,48.0,48,9
2020-11-14,52,Safety Net,Ariana Grande Featuring Ty Dolla $ign,0.0,52,1
2020-11-14,53,Mood Swings,Pop Smoke Featuring Lil Tjay,47.0,17,18
2020-11-14,54,Tyler Herro,Jack Harlow,34.0,34,2
2020-11-14,55,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,49.0,10,5
2020-11-14,56,Lovin' On You,Luke Combs,41.0,23,19
2020-11-14,57,Some Girls,Jameson Rodgers,45.0,29,13
2020-11-14,58,I Should Probably Go To Bed,Dan + Shay,50.0,42,14
2020-11-14,59,Franchise,Travis Scott Featuring Young Thug & M.I.A.,51.0,1,6
2020-11-14,60,Hawai,Maluma & The Weeknd,64.0,55,11
2020-11-14,61,You Broke Me First.,Tate McRae,55.0,55,11
2020-11-14,62,Popstar,DJ Khaled Featuring Drake,54.0,3,16
2020-11-14,63,Six Thirty,Ariana Grande,0.0,63,1
2020-11-14,64,"Big, Big Plans",Chris Lane,67.0,64,5
2020-11-14,65,My Hair,Ariana Grande,0.0,65,1
2020-11-14,66,24,Money Man Featuring Lil Baby,52.0,49,12
2020-11-14,67,My Ex's Best Friend,Machine Gun Kelly X blackbear,57.0,28,12
2020-11-14,68,Ain't Always The Cowboy,Jon Pardi,65.0,61,10
2020-11-14,69,Starting Over,Chris Stapleton,63.0,57,10
2020-11-14,70,Obvious,Ariana Grande,0.0,70,1
2020-11-14,71,West Side,Ariana Grande,0.0,71,1
2020-11-14,72,7 Summers,Morgan Wallen,60.0,6,12
2020-11-14,73,Wishing Well,Juice WRLD,62.0,5,17
2020-11-14,74,U 2 Luv,Ne-Yo & Jeremih,66.0,66,5
2020-11-14,75,Love Language,Ariana Grande,0.0,75,1
2020-11-14,76,Tap In,Saweetie,59.0,20,17
2020-11-14,77,B.S.,Jhene Aiko Featuring H.E.R.,75.0,24,14
2020-11-14,78,Don't Stop,Megan Thee Stallion Featuring Young Thug,72.0,30,5
2020-11-14,79,Hit Different,SZA Featuring Ty Dolla $ign,68.0,29,9
2020-11-14,80,Weeeeee,Trippie Redd,0.0,80,1
2020-11-14,81,Martin & Gina,Polo G,73.0,61,14
2020-11-14,82,Midnight Sky,Miley Cyrus,56.0,14,12
2020-11-14,83,Runnin,21 Savage & Metro Boomin,61.0,9,5
2020-11-14,84,Heather,Conan Gray,71.0,46,12
2020-11-14,85,Good Time,Niko Moon,81.0,74,5
2020-11-14,86,Golden,Harry Styles,74.0,74,3
2020-11-14,87,Throat Baby (Go Baby),BRS Kash,93.0,87,3
2020-11-14,88,Practice,DaBaby,86.0,86,2
2020-11-14,89,Put Your Records On,Ritt Momney,80.0,79,5
2020-11-14,90,Blind,DaBaby Featuring Young Thug,83.0,78,7
2020-11-14,91,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",79.0,64,9
2020-11-14,92,Stay Down,"Lil Durk, 6LACK & Young Thug",0.0,92,1
2020-11-14,93,Kacey Talk,YoungBoy Never Broke Again,85.0,50,12
2020-11-14,94,Champagne Night,Lady A,90.0,90,3
2020-11-14,95,Hole In The Bottle,Kelsea Ballerini,87.0,87,4
2020-11-14,96,Happy Does,Kenny Chesney,92.0,85,3
2020-11-14,97,So Done,The Kid LAROI,77.0,77,2
2020-11-14,98,Thick,DJ Chose Featuring BeatKing,0.0,98,1
2020-11-14,99,La Toxica,Farruko,98.0,98,2
2020-11-14,100,Take You Dancing,Jason Derulo,0.0,100,1
2020-11-07,1,Positions,Ariana Grande,0.0,1,1
2020-11-07,2,Forever After All,Luke Combs,0.0,2,1
2020-11-07,3,Mood,24kGoldn Featuring iann dior,1.0,1,12
2020-11-07,4,Laugh Now Cry Later,Drake Featuring Lil Durk,3.0,2,11
2020-11-07,5,Blinding Lights,The Weeknd,4.0,1,48
2020-11-07,6,I Hope,Gabby Barrett Featuring Charlie Puth,6.0,6,44
2020-11-07,7,WAP,Cardi B Featuring Megan Thee Stallion,2.0,1,12
2020-11-07,8,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,5.0,1,20
2020-11-07,9,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,10.0,9,11
2020-11-07,10,Holy,Justin Bieber Featuring Chance The Rapper,9.0,3,6
2020-11-07,11,Rockstar,DaBaby Featuring Roddy Ricch,8.0,1,28
2020-11-07,12,Dynamite,BTS,7.0,1,10
2020-11-07,13,Before You Go,Lewis Capaldi,12.0,9,39
2020-11-07,14,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,13.0,6,17
2020-11-07,15,Watermelon Sugar,Harry Styles,11.0,1,32
2020-11-07,16,Go Crazy,Chris Brown & Young Thug,15.0,9,25
2020-11-07,17,Said Sum,Moneybagg Yo,23.0,17,17
2020-11-07,18,Circles,Post Malone,19.0,1,61
2020-11-07,19,Be Like That,Kane Brown With Swae Lee & Khalid,20.0,19,16
2020-11-07,20,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",18.0,2,38
2020-11-07,21,Got What I Got,Jason Aldean,16.0,16,22
2020-11-07,22,Kings & Queens,Ava Max,24.0,22,12
2020-11-07,23,More Than My Hometown,Morgan Wallen,28.0,23,20
2020-11-07,24,Come & Go,Juice WRLD x Marshmello,22.0,2,16
2020-11-07,25,ily,Surf Mesa Featuring Emilee,27.0,25,23
2020-11-07,26,One Of Them Girls,Lee Brice,17.0,17,22
2020-11-07,27,Lonely,Justin Bieber & benny blanco,14.0,14,2
2020-11-07,28,Bang!,AJR,26.0,26,17
2020-11-07,29,What You Know Bout Love,Pop Smoke,25.0,25,8
2020-11-07,30,Better Together,Luke Combs,57.0,30,4
2020-11-07,31,Adore You,Harry Styles,31.0,6,47
2020-11-07,32,Wonder,Shawn Mendes,30.0,18,4
2020-11-07,33,Dreams,Fleetwood Mac,21.0,1,23
2020-11-07,34,Tyler Herro,Jack Harlow,0.0,34,1
2020-11-07,35,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,32.0,11,17
2020-11-07,36,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,37.0,36,21
2020-11-07,37,Love You Like I Used To,Russell Dickerson,41.0,37,8
2020-11-07,38,Don't Start Now,Dua Lipa,36.0,2,52
2020-11-07,39,Roses,SAINt JHN,33.0,4,32
2020-11-07,40,Rags2Riches,Rod Wave Featuring ATR Son Son,38.0,12,18
2020-11-07,41,Lovin' On You,Luke Combs,45.0,23,18
2020-11-07,42,Levitating,Dua Lipa Featuring DaBaby,47.0,42,4
2020-11-07,43,Pretty Heart,Parker McCollum,44.0,43,16
2020-11-07,44,Break My Heart,Dua Lipa,34.0,13,31
2020-11-07,45,Some Girls,Jameson Rodgers,29.0,29,12
2020-11-07,46,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,49.0,45,14
2020-11-07,47,Mood Swings,Pop Smoke Featuring Lil Tjay,40.0,17,17
2020-11-07,48,Everywhere But On,Matt Stell,56.0,48,8
2020-11-07,49,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,42.0,10,4
2020-11-07,50,I Should Probably Go To Bed,Dan + Shay,43.0,42,13
2020-11-07,51,Franchise,Travis Scott Featuring Young Thug & M.I.A.,39.0,1,5
2020-11-07,52,24,Money Man Featuring Lil Baby,51.0,49,11
2020-11-07,53,Spicy,Ty Dolla $ign Featuring Post Malone,0.0,53,1
2020-11-07,54,Popstar,DJ Khaled Featuring Drake,46.0,3,15
2020-11-07,55,You Broke Me First.,Tate McRae,58.0,55,10
2020-11-07,56,Midnight Sky,Miley Cyrus,48.0,14,11
2020-11-07,57,My Ex's Best Friend,Machine Gun Kelly X blackbear,54.0,28,11
2020-11-07,58,Diamonds,Sam Smith,60.0,51,6
2020-11-07,59,Tap In,Saweetie,53.0,20,16
2020-11-07,60,7 Summers,Morgan Wallen,61.0,6,11
2020-11-07,61,Runnin,21 Savage & Metro Boomin,50.0,9,4
2020-11-07,62,Wishing Well,Juice WRLD,55.0,5,16
2020-11-07,63,Starting Over,Chris Stapleton,65.0,57,9
2020-11-07,64,Hawai,Maluma & The Weeknd,59.0,55,10
2020-11-07,65,Ain't Always The Cowboy,Jon Pardi,62.0,61,9
2020-11-07,66,U 2 Luv,Ne-Yo & Jeremih,70.0,66,4
2020-11-07,67,"Big, Big Plans",Chris Lane,68.0,67,4
2020-11-07,68,Hit Different,SZA Featuring Ty Dolla $ign,66.0,29,8
2020-11-07,69,The Other Guy,Luke Combs,0.0,69,1
2020-11-07,70,Damage,H.E.R.,0.0,70,1
2020-11-07,71,Heather,Conan Gray,64.0,46,11
2020-11-07,72,Don't Stop,Megan Thee Stallion Featuring Young Thug,63.0,30,4
2020-11-07,73,Martin & Gina,Polo G,67.0,61,13
2020-11-07,74,Golden,Harry Styles,0.0,74,2
2020-11-07,75,B.S.,Jhene Aiko Featuring H.E.R.,69.0,24,13
2020-11-07,76,Back To The Streets,Saweetie Featuring Jhene Aiko,0.0,76,1
2020-11-07,77,So Done,The Kid LAROI,0.0,77,1
2020-11-07,78,Without You,Luke Combs Featuring Amanda Shires,0.0,70,2
2020-11-07,79,Relacion,"Sech, Daddy Yankee & J Balvin Featuring Rosalia & Farruko",73.0,64,8
2020-11-07,80,Put Your Records On,Ritt Momney,79.0,79,4
2020-11-07,81,Good Time,Niko Moon,74.0,74,4
2020-11-07,82,The Bigger Picture,Lil Baby,72.0,3,20
2020-11-07,83,Blind,DaBaby Featuring Young Thug,78.0,78,6
2020-11-07,84,Cold As You,Luke Combs,0.0,84,1
2020-11-07,85,Kacey Talk,YoungBoy Never Broke Again,77.0,50,11
2020-11-07,86,Practice,DaBaby,0.0,86,1
2020-11-07,87,Hole In The Bottle,Kelsea Ballerini,94.0,87,3
2020-11-07,88,Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,35.0,35,3
2020-11-07,89,You're Mines Still,Yung Bleu Featuring Drake,52.0,52,2
2020-11-07,90,Champagne Night,Lady A,100.0,90,2
2020-11-07,91,Greece,DJ Khaled Featuring Drake,76.0,8,15
2020-11-07,92,Happy Does,Kenny Chesney,85.0,85,2
2020-11-07,93,Throat Baby (Go Baby),BRS Kash,93.0,93,2
2020-11-07,94,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",83.0,63,14
2020-11-07,95,Do It,Chloe X Halle,75.0,63,11
2020-11-07,96,Cardigan,Taylor Swift,88.0,1,14
2020-11-07,97,Forget Me Too,Machine Gun Kelly & Halsey,0.0,44,3
2020-11-07,98,La Toxica,Farruko,0.0,98,1
2020-11-07,99,Head & Heart,Joel Corry X MNEK,0.0,99,1
2020-11-07,100,"Wine, Beer, Whiskey",Little Big Town,0.0,100,1
2020-10-31,1,Mood,24kGoldn Featuring iann dior,1.0,1,11
2020-10-31,2,WAP,Cardi B Featuring Megan Thee Stallion,2.0,1,11
2020-10-31,3,Laugh Now Cry Later,Drake Featuring Lil Durk,3.0,2,10
2020-10-31,4,Blinding Lights,The Weeknd,4.0,1,47
2020-10-31,5,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,6.0,1,19
2020-10-31,6,I Hope,Gabby Barrett Featuring Charlie Puth,8.0,6,43
2020-10-31,7,Dynamite,BTS,5.0,1,9
2020-10-31,8,Rockstar,DaBaby Featuring Roddy Ricch,7.0,1,27
2020-10-31,9,Holy,Justin Bieber Featuring Chance The Rapper,14.0,3,5
2020-10-31,10,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,10.0,10,10
2020-10-31,11,Watermelon Sugar,Harry Styles,9.0,1,31
2020-10-31,12,Before You Go,Lewis Capaldi,11.0,9,38
2020-10-31,13,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,13.0,6,16
2020-10-31,14,Lonely,Justin Bieber & benny blanco,0.0,14,1
2020-10-31,15,Go Crazy,Chris Brown & Young Thug,15.0,9,24
2020-10-31,16,Got What I Got,Jason Aldean,16.0,16,21
2020-10-31,17,One Of Them Girls,Lee Brice,17.0,17,21
2020-10-31,18,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",18.0,2,37
2020-10-31,19,Circles,Post Malone,19.0,1,60
2020-10-31,20,Be Like That,Kane Brown With Swae Lee & Khalid,20.0,20,15
2020-10-31,21,Dreams,Fleetwood Mac,12.0,1,22
2020-10-31,22,Come & Go,Juice WRLD x Marshmello,21.0,2,15
2020-10-31,23,Said Sum,Moneybagg Yo,33.0,23,16
